name,phone,addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,operator,isced:level,grades,religion,denomination,wikidata,wikipedia,website
Gladwin Intermediate School,+1 989 426 4531,780,West 1St St,Gladwin,MI,48624,Gladwin Community Schools,1,3;4;5,,
Gladwin Junior High School,+1 989 426 3808,401,North Bowery Ave,Gladwin,MI,48624,Gladwin Community Schools,2,6;7;8,,
Harrison Alternative Education,+1 989 539 7417,700,S 5Th St,Harrison,MI,48625,Harrison Community Schools,3,9;10;11;12,,
Harrison Community High School,+1 989 539 7417,700,South 5Th St,Harrison,MI,48625,Harrison Community Schools,3,9;10;11;12,,
Harrison Middle School,+1 989 539 7194,710,South 5Th St,Harrison,MI,48625,Harrison Community Schools,2,6;7;8,,
Hillside Elementary School,+1 989 539 6902,201,North 4Th St,Harrison,MI,48625,Harrison Community Schools,1,3;4;5,,
Robert M. Larson Elementary School,+1 989 539 3259,455,West Spruce St,Harrison,MI,48625,Harrison Community Schools,0;1,K;1;2,,
Bath Elementary School,+1 517 641 6771,13789,Webster Rd,Bath,MI,48808,Bath Community Schools,0;1,K;1;2;3;4;5,,
Bath High School,+1 517 641 6724,6175,Clark Rd,Bath,MI,48808,Bath Community Schools,3,9;10;11;12,,
Bath Middle School,+1 517 641 6781,13675,Webster Rd,Bath,MI,48808,Bath Community Schools,2,6;7;8,,
David Scott Elementary School,+1 517 668 3400,804,Wilson St,Dewitt,MI,48820,DeWitt Public Schools,1,2;3,,
DeWitt High School,+1 517 668 3100,13601,Panther Dr,Dewitt,MI,48820,DeWitt Public Schools,3,9;10;11;12,,,Q23302639,DeWitt High School (Michigan),
DeWitt Middle School,+1 517 668 3200,2957,West Herbison Rd,Dewitt,MI,48820,DeWitt Public Schools,2,6;7;8,,
Herbison Woods Elementary School,+1 517 668 3300,3147,West Herbison Rd,Dewitt,MI,48820,DeWitt Public Schools,1,4;5,,
Schavey Road Elementary School,+1 517 668 3500,1721,Schavey Rd,Dewitt,MI,48820,DeWitt Public Schools,0;1,PK;K;1,,
Fowler High School,+1 989 593 2250,700,South Wright Rd,Fowler,MI,48835,Fowler Public Schools,3,9;10;11;12,,,Q5476411,Fowler High School (Michigan),
Waldron Elementary and Middle School,+1 989 593 2160,11214,West Kent St,Fowler,MI,48835,Fowler Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Michigan International Prep School,+1 586 291 5856,8989,E. Colony Road,Elsie,MI,48831,Michigan International Prep School,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
E.E. Knight Elementary School,+1 989 862 5170,215,North Tyler Dr,Elsie,MI,48831,Ovid-Elsie Area Schools,1,1;2;3;4;5,,
Great Lakes Online School,+1 989 834 2271,8989,E Colony Rd,Elsie,MI,48831,Ovid-Elsie Area Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Leonard Elementary School,+1 989 834 5029,732,Mabbit Rd,Ovid,MI,48866,Ovid-Elsie Area Schools,0;1,K;1;2,,
Ovid-Elsie Comm. Ed./Alt. High School,+1 989 834 2271,732,N. Mabbit Rd.,Ovid,MI,48866,Ovid-Elsie Area Schools,2;3,6;9;10;11;12,,
Ovid-Elsie High School,+1 989 834 2271,8989,East Colony Rd,Elsie,MI,48831,Ovid-Elsie Area Schools,3,9;10;11;12,,
Ovid-Elsie Middle School,+1 989 862 4237,4041,North Hollister Rd,Elsie,MI,48831,Ovid-Elsie Area Schools,2,6;7;8,,
Pewamo-Westphalia Elementary School,+1 989 593 3488,430,West Jefferson St,Pewamo,MI,48873,Pewamo-Westphalia Community Schools,0;1,PK;K;1;2;3;4;5,,
Pewamo-Westphalia Middle/High School,+1 989 587 5100,5101,South Clintonia Rd,Westphalia,MI,48894,Pewamo-Westphalia Community Schools,2;3,6;7;8;9;10;11;12,,
Eureka School,+1 989 227 4900,7500,N Welling Rd,Saint Johns,MI,48879,St. Johns Public Schools,0;1,K;1;2;3;4;5,,
Gateway Elementary School,+1 989 227 4600,915,North Lansing St,Saint Johns,MI,48879,St. Johns Public Schools,0;1,K;1;2,,
Oakview Elementary School,+1 989 227 4500,1400,South Clinton Ave,Saint Johns,MI,48879,St. Johns Public Schools,1,3;4;5,,
Riley Elementary School,+1 989 227 5100,5935,West Pratt Rd,Saint Johns,MI,48879,St. Johns Public Schools,0;1,K;1;2;3;4;5,,
Saint Johns High School,+1 989 227 4100,501,W. Sickels Street,St. Johns,MI,48879,St. Johns Public Schools,3,9;10;11;12,,
Saint Johns Middle School,+1 989 227 4300,900,West Townsend Rd,Saint Johns,MI,48879,St. Johns Public Schools,2,6;7;8,,
Wilson Center,+1 989 227 5200,101,West Cass St,Saint Johns,MI,48879,St. Johns Public Schools,3,9;10;11;12,,
Jeffers High School,+1 906 482 0580,43084,Goodell St,Painesdale,MI,49955,Adams Township School District,2;3,7;8;9;10;11;12,,,Q28450440,Jeffers High School,http://www.adams.k12.mi.us
South Range Elementary School,+1 906 482 0599,2,Whealkate St,South Range,MI,49963,Adams Township School District,0;1;2,K;1;2;3;4;5;6,,
Arvon Township School,+1 906 524 7336,21798,Skanee Rd,Skanee,MI,49962,Arvon Township School District,0;1;2,K;1;2;3;4;5;6,,
Baraga School,+1 906 353 6661,210,Lyons St,Baraga,MI,49908,Baraga Area Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Chassell K-12 School,+1 906 483 2132,41585,Us Highway 41,Chassell,MI,49916,Chassell Township School District,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Dollar Bay-Tamarack City Area K12 School,+1 906 482 5812,48475,Maple Dr,Dollar Bay,MI,49922,Dollar Bay-Tamarack City Area  K-12 School,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Elm River Township School,+1 906 288 3751,3999,Winona Rd,Toivola,MI,49965,Elm River Township School District,0;1;2,K;1;2;3;4;5;6;7;8,,
Grant Township School,+1 906 289 4447,346,Gratiot,Copper Harbor,MI,49918,Grant Township School District #2,0;1;2,K;1;2;3;4;5;6;7;8,,
Barkell Elementary School,+1 906 487 9030,1201,North Elevation St,Hancock,MI,49930,Hancock Public Schools,0;1,PK;K;1;2;3;4;5,,
Hancock Middle/High School,+1 906 483 2540,501,Campus Dr,Hancock,MI,49930,Hancock Public Schools,2;3,6;7;8;9;10;11;12,,
Houghton Central High School,+1 906 482 0450,1603,Gundlach Rd,Houghton,MI,49931,Houghton-Portage Township School District,3,9;10;11;12,,
Houghton Elementary School,+1 906 482 0456,203,West Jacker Ave,Houghton,MI,49931,Houghton-Portage Township School District,0;1,K;1;2;3;4;5,,
Houghton Middle School,+1 906 482 4871,1603,Gundlach Rd,Houghton,MI,49931,Houghton-Portage Township School District,2,6;7;8,,
Lake Linden-Hubbell Schools,+1 906 296 6681,601,Calumet St,Lake Linden,MI,49945,Lake Linden-Hubbell School District,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
L'Anse Area School,+1 906 524 6000,201,North 4Th St,Lanse,MI,49946,L'Anse Area Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
C.L.K. Elementary School,+1 906 337 0311,57070,Mine St,Calumet,MI,49913,"Public Schools of Calumet, Laurium & Keweenaw",0;1,K;1;2;3;4;5,,
Calumet High School,+1 906 337 0311,57070,Mine St,Calumet,MI,49913,"Public Schools of Calumet, Laurium & Keweenaw",3,9;10;11;12,,,Q5024077,"Calumet High School (Calumet, Michigan)",http://www.clkschools.org/high-school
CHS-Horizons School,+1 906 337 4611,110,Stanton Ave,Mohawk,MI,49950,"Public Schools of Calumet, Laurium & Keweenaw",3,9;10;11;12,,
Washington Middle School,+1 906 337 0311,57070,Mine St,Calumet,MI,49913,"Public Schools of Calumet, Laurium & Keweenaw",2,6;7;8,,
E.B. Holman Elementary School,+1 906 482 2797,50870,Holman School Rd,Atlantic Mine,MI,49905,Stanton Township Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Bark River-Harris Elementary School,+1 906 466 5334,,Hwy Us 2 & 41,Harris,MI,49845,Bark River-Harris School District,0;1;2,K;1;2;3;4;5;6,,
Bark River-Harris Jr/Sr High School,+1 906 466 5321,,Hwy Us 2 & 41,Harris,MI,49845,Bark River-Harris School District,2;3,7;8;9;10;11;12,,
Big Bay De Noc School,+1 906 644 2773,8928,Oo 25 Rd,Cooks,MI,49817,Big Bay De Noc School District,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Escanaba Area Public High School,+1 906 786 6521,500,South Lincoln Rd,Escanaba,MI,49829,Escanaba Area Public Schools,3,9;10;11;12,,
Escanaba Junior High,+1 906 786 7462,500,S Lincoln Rd,Escanaba,MI,49829,Escanaba Area Public Schools,2,7;8,,
Escanaba Student Success Center,+1 906 786 9300,2525,3Rd Avenue South,Escanaba,MI,49829,Escanaba Area Public Schools,2;3,8;9;10;11;12,,
Escanaba Upper Elementary School,+1 906 786 7462,1500,Ludington St,Escanaba,MI,49829,Escanaba Area Public Schools,1;2,4;5;6,,
Lemmer Elementary School,+1 906 786 5333,700,South 20Th St,Escanaba,MI,49829,Escanaba Area Public Schools,1,1;2;3,,
Soo Hill Elementary School,+1 906 786 7035,5219,18Th Rd,Escanaba,MI,49829,Escanaba Area Public Schools,1,1;2;3,,
Webster Elementary School,+1 906 786 6118,1209,North 19Th St,Escanaba,MI,49829,Escanaba Area Public Schools,0,PK;K,,
Cameron Elementary School,+1 906 428 2314,803,29Th St,Gladstone,MI,49837,Gladstone Area Schools,0;1,K;1;2,,
Gladstone Area High School,+1 906 428 9200,2100,State Highway M35,Gladstone,MI,49837,Gladstone Area Schools,3,9;10;11;12,,
Gladstone Area Middle School,+1 906 428 2295,300,South 10Th St,Gladstone,MI,49837,Gladstone Area Schools,2,6;7;8,,
James T. Jones Elementary School,+1 906 428 3660,400,South 10Th St,Gladstone,MI,49837,Gladstone Area Schools,1,3;4;5,,
Emerald Elementary School,+1 906 252 4303,628,Oak Street,Manistique,MI,49854,Manistique Area Schools,0;1,K;1;2;3;4;5,,
Manistique Alternative Ed Center,+1 906 252 4304,401,N Maple St,Manistique,MI,49854,Manistique Area Schools,3,9;10;11;12,,
Manistique Middle and High School,+1 906 252 4300,100,North Cedar St,Manistique,MI,49854,Manistique Area Schools,2;3,6;7;8;9;10;11;12,,
Mid Peninsula School,+1 906 359 4390,5055,Saint Nicholas 31St Rd,Rock,MI,49880,Mid Peninsula School District,0;1;2;3,PK;K;1;2;3;4;5;6;7;8;9;10;11;12,,
Nah Tah Wahsh Public School Academy,+1 906 466 2952,14911,Hannahville B1 Rd,Wilson,MI,49896,Nah Tah Wahsh Public School Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Tri-Township School,+1 906 474 6411,10070,Us Highway 2,Rapid River,MI,49878,Rapid River Public Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Kingsford High School,+1 906 779 2670,431,Hamilton Ave,Kingsford,MI,49802,Breitung Township School District,3,9;10;11;12,,
Kingsford Middle School,+1 906 779 2680,445,Hamilton Ave,Kingsford,MI,49802,Breitung Township School District,1;2,5;6;7;8,,
Woodland Elementary School,+1 906 779 2685,2000,West Pyle Dr,Kingsford,MI,49802,Breitung Township School District,0;1,PK;K;1;2;3;4,,
Forest Park School,+1 906 214 4695,801,Forest Pkwy,Crystal Falls,MI,49920,Forest Park School District,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Central Middle School,+1 906 779 2610,300,W B St,Iron Mountain,MI,49801,Iron Mountain Public Schools,2,7;8,,
East Elementary School,+1 906 779 2610,300,West B St,Iron Mountain,MI,49801,Iron Mountain Public Schools,1;2,5;6,,
IM-K Community Education,+1 906 779 2660,800,East E St,Iron Mountain,MI,49801,Iron Mountain Public Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Iron Mountain High School,+1 906 779 2610,300,West B St,Iron Mountain,MI,49801,Iron Mountain Public Schools,3,9;10;11;12,,
North Elementary School,+1 906 779 2626,900,5Th St,Iron Mountain,MI,49801,Iron Mountain Public Schools,0;1,PK;K;1;2;3;4,,
North Dickinson School,+1 906 542 9281,,W6588 State Highway M69,Felch,MI,49831,North Dickinson County Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Norway Elementary School,+1 906 563 9543,300,Section St,Norway,MI,49870,Norway-Vulcan Area Schools,0;1,PK;K;1;2;3;4;5,,
Norway High School,+1 906 563 9542,300,Section St,Norway,MI,49870,Norway-Vulcan Area Schools,3,9;10;11;12,,
Vulcan Middle School,+1 906 563 9563,300,Section St,Norway,MI,49870,Norway-Vulcan Area Schools,2,6;7;8,,
Stambaugh Elementary School,+1 906 265 6141,700,Washington Ave,Iron River,MI,49935,West Iron County Public Schools,0;1,K;1;2;3;4;5,,
West Iron County High School,+1 906 265 5184,701,Garfield Ave,Iron River,MI,49935,West Iron County Public Schools,3,9;10;11;12,,,Q7985548,West Iron County High School,
West Iron County Middle School,+1 906 265 5184,701,Garfield Ave,Iron River,MI,49935,West Iron County Public Schools,2,6;7;8,,
Bois Blanc Pines School,+1 231 634 7225,100,Sioux Ave,Pointe Aux Pins,MI,49775,Bois Blanc Pines School District,0;1,K;1;3;4,,
Brimley Area School,+1 906 248 3218,7134,South M 221,Brimley,MI,49715,Brimley Area Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
DeTour High School,+1 906 297 2011,202,South Division St,De Tour Village,MI,49725,DeTour Area Schools,3,9;10;11;12,,
Drummond Island Elementary School,+1 906 493 5225,33800,South Townline Rd,Drummond Island,MI,49726,DeTour Area Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
DeTour Arts and Technology Academy,+1 906 297 2011,202,Division St,De Tour Vlg,MI,49725,DeTour Arts and Technology Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Consolidated Community School Services,+1 906 495 7305,4900,West Davis Ct,Kincheloe,MI,49788,Engadine Consolidated Schools,1;2;3,5;6;7;8;9;10;11;12,,
Engadine Schools,+1 906 477 6313,,"W 13920 Melville St, Engadine, Mi, 49827",Engadine,MI,49827,Engadine Consolidated Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Joseph K. Lumsden Bahweting Anishnabe Academy,+1 906 635 5055,1301,Marquette Ave,Sault Sainte Marie,MI,49783,Joseph K. Lumsden Bahweting Anishnabe Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
Lake Superior Academy,+1 906 259 1168,8936,S Mackinac Trl,Sault S Marie,MI,49783,Lake Superior Academy,0;1,K;1;2;3;4;5,,
Cedarville School,+1 906 484 2256,298,East Highway M-134,Cedarville,MI,49719,Les Cheneaux Community Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Mackinac Island School,+1 906 847 3377,340,Lakeshore Dr,Mackinac Island,MI,49757,Mackinac Island Public Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Gros Cap School,+1 906 643 7970,,W1828 Gros Cap Road,Saint Ignace,MI,49781,Moran Township School District,0;1;2,K;1;2;3;4;5;6;7;8,,
Ojibwe Charter School,+1 906 248 2530,11507,West Industrial Dr,Brimley,MI,49715,Ojibwe Charter School,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Pickford Public Schools,+1 906 647 4028,333,South Pleasant St,Pickford,MI,49774,Pickford Public Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Rudyard Area Schools,+1 906 478 3771,11185,West 2Nd St,Rudyard,MI,49780,Rudyard Area Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Lincoln School,+1 906 635 6626,810,East 5Th Ave,Sault Sainte Marie,MI,49783,Sault Ste. Marie Area Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Malcolm High School,+1 906 635 6638,5788,S M 129,Sault S Marie,MI,49783,Sault Ste. Marie Area Schools,3,9;10;11;12,,
Sault Area High School,+1 906 635 6605,904,Marquette Ave,Sault Sainte Marie,MI,49783,Sault Ste. Marie Area Schools,1;2;3,5;6;7;8;9;10;11;12,,
Sault Area Middle School,+1 906 635 6604,684,Marquette Ave,Sault Sainte Marie,MI,49783,Sault Ste. Marie Area Schools,1;2;3,5;6;7;8;9,,
Washington Elementary School,+1 906 635 6629,1200,Ryan Ave,Sault Sainte Marie,MI,49783,Sault Ste. Marie Area Schools,0;1,K;1,,
LaSalle High School,+1 906 643 8800,443,Portage St,Saint Ignace,MI,49781,St. Ignace Area Schools,3,9;10;11;12,,
Saint Ignace Elementary/Middle School,+1 906 643 7822,429,Portage St,Saint Ignace,MI,49781,St. Ignace Area Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Saint Ignace Juvenile Detention Facility,+1 906 643 8800,1130,North State St,Saint Ignace,MI,49781,St. Ignace Area Schools,1;2;3,4;5;6;7;8;9;10;11;12,,
Newberry Area School,+1 906 293 3243,700,Newberry Ave,Newberry,MI,49868,Tahquamenon Area Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Three Lakes Academy,+1 906 586 6631,,W17540 Main St,Curtis,MI,49820,Three Lakes Academy,0;1;2,K;1;2;3;4;5;6;7,,
Whitefish Township School,+1 906 492 3353,7221,North M 123,Paradise,MI,49768,Whitefish Township Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Charlotte Early Middle College,+1 517 541 5600,378,State St,Charlotte,MI,48813,Charlotte Public Schools,3,9;10;11;12,,
Charlotte Middle School,+1 517 541 5700,1068,Carlisle Hwy,Charlotte,MI,48813,Charlotte Public Schools,2,7;8,,
Charlotte Public Schools Project Success,+1 517 541 5600,378,State St,Charlotte,MI,48813,Charlotte Public Schools,3,9;10;11;12,,
Charlotte Senior High School,+1 517 541 5600,378,State St,Charlotte,MI,48813,Charlotte Public Schools,2;3,8;9;10;11;12,,
Charlotte Upper Elementary School,+1 517 541 5770,1068,Carlisle Hwy,Charlotte,MI,48813,Charlotte Public Schools,1;2,4;5;6;7;8,,
Galewood Early Elementary School,+1 517 541 5150,512,E. Lovett St,Charlotte,MI,48813,Charlotte Public Schools,0,PK;K,,
Parkview Elementary School,+1 517 541 5780,301,East Kalamo Hwy,Charlotte,MI,48813,Charlotte Public Schools,0;1,PK;1;2;3,,
Washington Elementary School,+1 517 541 5170,525,High St,Charlotte,MI,48813,Charlotte Public Schools,1,1;2;3,,
Eaton Rapids High School,+1 517 663 2216,800,State St,Eaton Rapids,MI,48827,Eaton Rapids Public Schools,2;3,8;9;10;11;12,,
Eaton Rapids Middle School,+1 517 663 8151,815,Greyhound Dr,Eaton Rapids,MI,48827,Eaton Rapids Public Schools,1;2,5;6;7;8,,
Greyhound Central Elementary School,+1 517 663 1064,,912 Greyhound Dr,Eaton Rapids,MI,48827,Eaton Rapids Public Schools,0,PK;K,,
Greyhound Central Performance Academy,+1 517 663 3510,912,Greyhound Dr,Eaton Rapids,MI,48827,Eaton Rapids Public Schools,2;3,6;7;8;9;10;11;12,,
Greyhound Intermediate School,+1 517 663 9192,805,Greyhound Dr,Eaton Rapids,MI,48827,Eaton Rapids Public Schools,1,3;4;5,,
Lockwood Elementary School,+1 517 663 8194,810,Greyhound Dr,Eaton Rapids,MI,48827,Eaton Rapids Public Schools,0;1,PK;K;1;2;3,,
C.W. Neff Early Childhood and Kindergarten Center,+1 517 925 5740,950,Jenne St,Grand Ledge,MI,48837,Grand Ledge Public Schools,0,K,,
Delta Center Elementary School,+1 517 925 5540,305,South Canal Rd,Lansing,MI,48917,Grand Ledge Public Schools,1;2,1;2;3;4;5;6,,
Eaton County Youth Facility,+1 517 925 5403,822,Courthouse Driver,Charlotte,MI,48813,Grand Ledge Public Schools,1;2;3,3;4;5;6;7;8;9;10;11;12,,
Grand Ledge High School,+1 517 925 5815,820,Spring St,Grand Ledge,MI,48837,Grand Ledge Public Schools,3,9;10;11;12,,
Kenneth T. Beagle Elementary School,+1 517 925 5480,,600 W South St,Grand Ledge,MI,48837,Grand Ledge Public Schools,1;2,1;2;3;4;5;6,,
Leon W. Hayes Middle School,+1 517 925 5680,12620,Nixon Rd,Grand Ledge,MI,48837,Grand Ledge Public Schools,2,7;8,,
T.C. Holbrook,+1 517 925 5640,615,Jones St,Grand Ledge,MI,48837,Grand Ledge Public Schools,,,,
Wacousta Elementary School,+1 517 925 5940,9135,West Herbison Rd,Eagle,MI,48822,Grand Ledge Public Schools,0;1;2,K;1;2;3;4;5;6,,
Willow Ridge Elementary School,+1 517 925 5775,12840,Nixon Rd,Grand Ledge,MI,48837,Grand Ledge Public Schools,1;2,1;2;3;4;5;6,,
Insight School of Michigan,+1 517 580 0020,6512,Centurion Dr,Lansing,MI,48917,Insight School of Michigan,3,9;10;11;12,,
Island City Academy,+1 517 663 0111,6421,Clinton Rd,Eaton Rapids,MI,48827,Island City Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
LifeTech Academy,+1 517 325 5469,3101,Technology Blvd,Lansing,MI,48910,LifeTech Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Fuller Street Elementary School,+1 517 852 9468,251,Fuller St,Nashville,MI,49073,Maple Valley Schools,0;1,PK;K;1;2,,
Maple Valley Jr/Sr High School,+1 517 852 9275,11090,Nashville Hwy,Vermontville,MI,49096,Maple Valley Schools,2;3,7;8;9;10;11;12,,
Maple Valley Pathways High School,+1 517 852 9699,,11090 Nashville Hwy,Vermontville,MI,49096,Maple Valley Schools,3,9;10;11;12,,
Maplewood School,+1 517 726 0600,170,Seminary St,Vermontville,MI,49096,Maple Valley Schools,1;2,3;4;5;6,,
Strange School,+1 517 749 9832,8981,Oneida Rd,Grand Ledge,MI,48837,Oneida Township School District #3,0;1;2,K;1;2;3;4;5;6,,
Potterville Elementary School,+1 517 645 2525,426,North High St,Potterville,MI,48876,Potterville Public Schools,0;1,PK;K;1;2;3;4,,
Potterville High School,+1 517 645 7609,422,North High St,Potterville,MI,48876,Potterville Public Schools,3,9;10;11;12,,
Potterville Middle School,+1 517 645 4777,424,North High St,Potterville,MI,48876,Potterville Public Schools,1;2,5;6;7;8,,
Relevant Academy of Eaton County,+1 517 925 5450,220,Lamson St,Grand Ledge,MI,48837,Relevant Academy of Eaton County,3,9;10;11;12,,
Atherton Elementary School,+1 810 591 0604,3444,South Genesee Rd,Burton,MI,48519,Atherton Community Schools,0;1;2,K;1;2;3;4;5;6,,
Atherton Junior / Senior High School,+1 810 591 9184,3354,South Genesee Rd,Burton,MI,48519,Atherton Community Schools,2;3,7;8;9;10;11;12,,
Atherton Vern Van Y Educational Center,+1 810 591 0850,2400,Clarice Ave,Burton,MI,48519,Atherton Community Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Beecher High School,+1 810 591 9281,6255,Neff Rd,Mount Morris,MI,48458,Beecher Community School District,2;3,7;8;9;10;11;12,,,Q30609737,Beecher High School (Michigan),
Dailey Elementary School,+1 810 591 9890,6236,Neff Rd,Mount Morris,MI,48458,Beecher Community School District,0;1;2,PK;K;1;2;3;4;5;6,,
Bendle High School,+1 810 591 5103,2283,East Scottwood Ave,Burton,MI,48529,Bendle Public Schools,3,9;10;11;12,,,Q4887146,Bendle High School,
Bendle Middle School,+1 810 591 3385,2294,East Bristol Rd,Burton,MI,48529,Bendle Public Schools,2,6;7;8,,
South Bendle Elementary School,+1 810 591 0620,4341,Larkin Dr,Burton,MI,48529,Bendle Public Schools,0;1,K;1;2,,
West Bendle Elementary School,+1 810 591 0880,4020,Cerdan Dr,Burton,MI,48529,Bendle Public Schools,1,3;4;5,,
Barhitte Elementary School,+1 810 591 9647,6080,Roberta St,Burton,MI,48509,Bentley Community School District,0;1,K;1;2;3;4;5,,
Bentley High School BOLD Academy,+1 810 591 9516,1150,N Belsay Rd,Burton,MI,48509,Bentley Community School District,3,9;10;11;12,,
Bentley Middle School,+1 810 591 9061,1180,N Belsay Rd,Burton,MI,48509,Bentley Community School District,2,6;7;8,,
Bentley Senior High School,+1 810 591 9516,1150,North Belsay Rd,Burton,MI,48509,Bentley Community School District,3,9;10;11;12,,
Burton Glen Charter Academy,+1 810 744 2300,4171,East Atherton Rd,Burton,MI,48519,Burton Glen Charter Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
Bendle/Carman-Ainsworth Alternative Education,+1 810 591 8220,,G-3493 Beveridge Rd,Flint,MI,48532,Carman-Ainsworth Community Schools,2;3,6;7;8;9;10;11;12,,
Carman-Ainsworth Baker Career Academy,+1 810 766 2236,1122,W. Bristol Rd,Flint,MI,48507,Carman-Ainsworth Community Schools,3,9;10;11;12,,
Carman-Ainsworth High School,+1 810 591 3240,1300,N. Linden Rd,Flint,MI,48532,Carman-Ainsworth Community Schools,2;3,8;9;10;11;12,,,Q5043172,Carman-Ainsworth High School,http://www.carman.k12.mi.us
Carman-Ainsworth Middle School,+1 810 591 6202,1409,W. Maple Ave,Flint,MI,48507,Carman-Ainsworth Community Schools,2,6;7;8,,
Dye Elementary School,+1 810 591 3229,1174,S. Graham Rd,Flint,MI,48532,Carman-Ainsworth Community Schools,0;1,PK;K;1;2;3;4;5,,
Genesee Early College,+1 810 591 5115,509,N. Harrison St,Flint,MI,48502,Carman-Ainsworth Community Schools,3,9;10;11;12,,
Gladys Dillon Elementary School,+1 810 591 3590,1197,E. Schumacher St,Burton,MI,48529,Carman-Ainsworth Community Schools,0;1,PK;K;1;2;3,,
Mott Middle College High School,+1 810 232 8530,1401,East Court St,Flint,MI,48503,Carman-Ainsworth Community Schools,3,9;10;11;12,,
Randels Elementary School,+1 810 591 3250,6022,Brobeck St,Flint,MI,48532,Carman-Ainsworth Community Schools,0;1,PK;K;1;2;3;4;5,,
Rankin Elementary School,+1 810 591 4605,3459,Mundy Ave,Swartz Creek,MI,48473,Carman-Ainsworth Community Schools,0;1,PK;K;1;2;3;4;5,,
A.C. Edgerton Elementary School,+1 810 591 7650,11218,North Linden Rd,Clio,MI,48420,Clio Area School District,0;1,K;1;2;3;4,,
Clio Area High School,+1 810 591 1358,1,Mustang Dr,Clio,MI,48420,Clio Area School District,3,9;10;11;12,,
Clio Community High School,+1 810 591 4804,420,North Mill St,Clio,MI,48420,Clio Area School District,2;3,6;7;8;9;10;11;12,,
George A. Lacure Elementary School,+1 810 591 9871,12167,North Lewis Rd,Clio,MI,48420,Clio Area School District,0;1,K;1;2;3;4,,
George R. Carter Middle School,+1 810 591 0503,300,Upland Dr,Clio,MI,48420,Clio Area School District,1;2,5;6;7;8,,
Glen Garner Elementary School,+1 810 591 1871,10271,North Clio Rd,Clio,MI,48420,Clio Area School District,0;1,PK;K;1;2;3;4,,
Central Elementary School,+1 810 591 0818,600,South State Rd,Davison,MI,48423,Davison Community Schools,1,1;2;3;4,,
Davison Alternative Education,+1 810 591 1022,1250,North Oak Rd,Davison,MI,48423,Davison Community Schools,3,9;10;11;12,,
Davison High School,+1 810 591 3539,1250,North Oak Rd,Davison,MI,48423,Davison Community Schools,3,9;10;11;12,,
Davison Middle School,+1 810 591 0528,600,South Dayton St,Davison,MI,48423,Davison Community Schools,2,7;8,,
Gates Elementary School,+1 810 591 5001,2359,South Irish Rd,Davison,MI,48423,Davison Community Schools,1,1;2;3;4,,
Hahn Intermediate School,+1 810 591 1104,500,South Dayton St,Davison,MI,48423,Davison Community Schools,1;2,5;6,,
Hill Elementary School,+1 810 591 0839,404,Aloha St,Davison,MI,48423,Davison Community Schools,0;1,K;1;2;3;4,,
Siple Elementary School,+1 810 591 5104,9286,East Coldwater Rd,Davison,MI,48423,Davison Community Schools,0;1,K;1;2;3;4,,
